,Mail_Type,Mail_Message,transformed_text
1074,ham,been up to ne thing interesting  did you have a good birthday  when are u wrking nxt  i started uni today ,ne thing interest good birthday u wrking nxt start uni today
1075,ham,you busy or can i come by at some point and figure out what we re doing tomorrow,busi come point figur tomorrow
1076,ham,yeah go on then  bored and depressed sittin waitin for phone to ring    hope the wind drops though  scary,yeah go bore depress sittin waitin phone ring hope wind drop though scari
1077,ham,black shirt n blue jeans    i thk i c      ,black shirt n blue jean thk c
1078,ham,aiyah sorry lor    i watch tv watch until i forgot 2 check my phone ,aiyah sorri lor watch tv watch forgot 2 check phone
1079,spam,message important information for o2 user  today is your lucky day  2 find out why log onto http   www urawinner com there is a fantastic surprise awaiting you,messag import inform o2 user today lucki day 2 find log onto http www urawinn com fantast surpris await
1080,ham,on hen night  going with a swing,hen night go swing
1081,ham,good afternoon  my love  how goes your day   what are you up to   i woke early and am online waiting for you     hmmm     italian boy is online i see    grins ,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin
1082,ham,from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someon smoke everi time smoke last two week call text want smoke
1083,ham,no you ll just get a headache trying to figure it out  u can trust me to do the math  i promise  o   ,get headach tri figur u trust math promis
1084,ham,s s  first time  dhoni rocks   ,first time dhoni rock
1085,ham,ok ill tell the company,ok ill tell compani
1086,ham,awesome  think we can get an 8th at usf some time tonight ,awesom think get 8th usf time tonight
1087,ham,so that means you still think of teju,mean still think teju
1088,ham,no i m good for the movie  is it ok if i leave in an hourish ,good movi ok leav hourish
1089,ham,no no  this is kallis home ground amla home town is durban  ,kalli home ground amla home town durban
1090,ham,so lets make it saturday or monday as per convenience ,let make saturday monday per conveni
1091,ham,hey    what time is your driving on fri  we go for evaluation on fri ,hey time drive fri go evalu fri
1092,spam,449050000301 you have won a   2 000 price  to claim  call 09050000301 ,449050000301 2 000 price claim call 09050000301
1093,ham,i m going 4 lunch now wif my family then aft dat i go str 2 orchard lor ,go 4 lunch wif famili aft dat go str 2 orchard lor
1094,spam,bored of speed dating  try speedchat  txt speedchat to 80155  if you don t like em txt swap and get a new chatter  chat80155 pobox36504w45wq 150p msg rcd 16,bore speed date tri speedchat txt speedchat 80155 like em txt swap get new chatter chat80155 pobox36504w45wq 150p msg rcd 16
1095,ham,cancel cheyyamo and get some money back ,cancel cheyyamo get money back
1096,spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow
1097,ham,ok ok ok  then  whats ur todays plan,ok ok ok what ur today plan
1098,ham,good morning princess  how are you ,good morn princess
1099,ham,aiyar sorry lor forgot 2 tell u   ,aiyar sorri lor forgot 2 tell u
1100,spam,for taking part in our mobile survey yesterday  you can now have 500 texts 2 use however you wish  2 get txts just send txt to 80160 t c www txt43 com 1 50p,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 c www txt43 com 1 50p
1101,ham,not tonight mate  catching up on some sleep  this is my new number by the way  ,tonight mate catch sleep new number way
1102,ham,height of  oh shit         situation  a guy throws a luv letter on a gal but falls on her brothers head whos a gay,height oh shit situat guy throw luv letter gal fall brother head who gay
1103,spam,ur hmv quiz cash balance is currently   500   to maximize ur cash in now send hmv1 to 86688 only 150p msg,ur hmv quiz cash balanc current 500 maxim ur cash send hmv1 86688 150p msg
1104,ham,so check your errors and if you had difficulties  do correction ,check error difficulti correct
1105,ham,howz pain hope u r fine  ,howz pain hope u r fine
1106,ham,u wake up already  thanx 4 e tau sar piah it s quite nice ,u wake alreadi thanx 4 e tau sar piah quit nice
1107,ham,k do i need a login or anything,k need login anyth
1108,spam,dont forget you can place as many free requests with 1stchoice co uk as you wish  for more information call 08707808226 ,dont forget place mani free request 1stchoic co uk wish inform call 08707808226
1109,ham,lol     no just was busy,lol busi
1110,ham,what   u wearing ,u wear
1111,ham,oh  as usual vijay film or its different ,oh usual vijay film differ
1112,spam,i don t know u and u don t know me  send chat to 86688 now and let s find each other  only 150p msg rcvd  hg suite342 2lands row w1j6hl ldn  18 years or over ,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2land row w1j6hl ldn 18 year
1113,ham,have you had a good day  mine was really busy are you up to much tomorrow night ,good day mine realli busi much tomorrow night
1114,ham,and is there a way you can send shade s stuff to her  and she has been wonderful too ,way send shade stuff wonder
1115,ham,really    i tot ur paper ended long ago    but wat u copied jus now got use  u happy lar    i still haf 2 study    ,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi
1116,spam,thank you  winner notified by sms  good luck  no future marketing reply stop to 84122 customer services 08450542832,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832
1117,ham,babe   i lost you        ,babe lost
1118,ham,ok    help me ask if she s working tmr a not ,ok help ask work tmr
1119,ham,i m not driving    raining  then i ll get caught at e mrt station lor ,drive rain get caught e mrt station lor
1120,ham,not a drop in the tank,drop tank
1121,ham, that said can you text him one more time  ,said text one time
1122,ham,ok i go change also   ,ok go chang also
1123,spam,1000 s of girls many local 2 u who r virgins 2 this   r ready 2 4fil ur every sexual need  can u 4fil theirs  text cute to 69911   1 50p  m ,1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911 1 50p
1124,ham,did u find a sitter for kaitlyn  i was sick and slept all day yesterday ,u find sitter kaitlyn sick slept day yesterday
1125,ham,sorry man  accidentally left my phone on silent last night and didn t check it til i got up,sorri man accident left phone silent last night check til got
1126,ham,hey   something came up last min   think i wun be signing up tmr   hee,hey someth came last min think wun sign tmr hee
1127,ham,he s an adult and would learn from the experience  there s no real danger  i just dont like peeps using drugs they dont need  but no comment,adult would learn experi real danger dont like peep use drug dont need comment
1128,ham,hey  there s veggie pizza      ,hey veggi pizza
1129,ham,yun buying    but school got offer 2000 plus only   ,yun buy school got offer 2000 plu
1130,ham,you sure your neighbors didnt pick it up,sure neighbor didnt pick
1131,ham,k  i will sent it again,k sent
1132,ham,well  im computerless  time to make some oreo truffles,well im computerless time make oreo truffl
1133,ham,haha yeah i see that now  be there in a sec,haha yeah see sec
1134,ham,i am not having her number sir,number sir
1135,ham,lol now i m after that hot air balloon ,lol hot air balloon
1136,ham,ok     now i am in bus    if i come soon i will come otherwise tomorrow,ok bu come soon come otherwis tomorrow
1137,ham,msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least 4 a moment  gd nt swt drms  shesil,msg r time pass silent say think u right also make u think least 4 moment gd nt swt drm shesil
1138,ham,yeah  we can probably swing by once my roommate finishes up with his girl,yeah probabl swing roommat finish girl
1139,spam,got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk wrc   itcould be u ,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozad co uk wrc itcould u
1140,ham,happy new years melody ,happi new year melodi
1141,ham,   dun need to pick ur gf ,dun need pick ur gf
1142,ham,yay  you better not have told that to 5 other girls either ,yay better told 5 girl either
1143,ham,horrible u eat macs eat until u forgot abt me already rite    u take so long 2 reply  i thk it s more toot than b4 so b prepared  now wat shall i eat ,horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat
